file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,aesthetics,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff
bin/data/videos_100/0041.mp4,1280,720,0.336131,109.997,41.405,0.321923,105.348,43.4516,0.341946,111.9,41.677,0.525514,0.42145,0.166148,0.486384,0.635928,0.33684,0.942132,1,0.0725173,0.0742715,0.301963,0.0140712,0.00377453,0.0264586,0.141956,0.0599401,0.3996,0.384,0,0,0.534337,0.117102,0.348309,0.0717162,0.0871946
bin/data/videos_100/0042.mp4,1280,720,0.34549,118.075,33.2006,0.352559,120.49,39.9076,0.30195,103.194,31.369,0.183369,0.461765,0.138974,0.48467,0.633892,0.335447,0.962804,1,0.180153,0.191396,0.326557,0.0183357,0.00196721,0.00660181,0.0948922,0.0749251,0.499501,0.384,0,0,0.469537,0.0788131,0.451431,0.130492,0.130162
bin/data/videos_100/0043.mp4,1280,720,0.26564,97.4145,15.5296,0.369855,135.632,10.1368,0.364505,133.669,6.66762,0.158985,0.486118,0.0392667,0.483327,0.62988,0.336773,0.950745,1,0.392187,0.449726,0,0,0,0,0.18632,0.0625,0.416667,0.384,0,0,0.208142,0.181566,0.609854,0.00175439,0.186188
bin/data/videos_100/0044.mp4,1280,720,0.362691,97.6812,35.9332,0.332891,89.6552,36.9607,0.304418,81.9867,37.1546,0.132099,0.357466,0.142498,0.480306,0.626854,0.333759,0.92572,1,0.138296,0.144846,0.101378,0.0101314,0.00507798,0.0146762,0.0981786,0.0599401,0.3996,0.384,0,0,0.597338,0.118256,0.284225,0.243562,0.0577032
bin/data/videos_100/0045.mp4,1280,720,0.548563,15.4238,12.0698,0.257859,7.25014,4.06236,0.193578,5.44278,3.11621,0.0749869,0.0372361,0.0226497,0.472092,0.616317,0.327868,0.920292,1,0.0261766,0.0264039,0.0587547,0.00184839,0.000234082,0.00472387,0.0276332,0.0625,0.416667,0.384,0,0,0.0894608,0.00267094,0.907634,0,0.0410716
bin/data/videos_100/0046.mp4,1280,720,0.362371,130.089,40.1456,0.32488,116.63,38.3569,0.312749,112.275,37.1482,0.431098,0.471068,0.15068,0.473242,0.617707,0.328776,0.923708,1,0.0387676,0.0392678,0.351169,0.0238831,0.0125899,0.0462063,0.110931,0.0749251,0.499501,0.384,0,0,0.652171,0.115502,0.231878,0.17446,0.0673311
bin/data/videos_100/0047.mp4,1280,720,0.348329,110.13,39.8198,0.341169,107.866,39.8999,0.310502,98.1701,42.6626,0.547857,0.421252,0.156634,0.475511,0.619925,0.331097,0.922274,1,0.0638928,0.0652604,0.248183,0.0213305,0.013624,0.0605354,0.121256,0.0625,0.416667,0.384,0,0,0.506822,0.131933,0.361018,0.0749319,0.0869334
bin/data/videos_100/0048.mp4,1280,720,0.355766,106.922,38.8439,0.34404,103.398,38.8934,0.300194,90.2202,37.6712,0.773052,0.403583,0.150605,0.475021,0.619339,0.330703,0.892695,1,0.0951149,0.0981788,0.0237649,0.00104373,0,0.00206782,0.103035,0.0749251,0.499501,0.384,0,0,0.622589,0.117195,0.260074,0.189255,0.0419098
bin/data/videos_100/0049.mp4,1280,720,0.375056,112.78,23.8715,0.297627,89.4968,19.9746,0.327317,98.4247,24.0971,0.344503,0.382067,0.0842767,0.478591,0.624763,0.332419,0.876379,1,0.175333,0.186009,0.0472186,0.0025223,0.000862441,0.00403487,0.106855,0.0749251,0.499501,0.384,0,0,0.432285,0.160872,0.406627,0.0129366,0.0582719
bin/data/videos_100/0050.mp4,1280,720,0.332142,104.674,33.1125,0.330417,104.13,34.5425,0.337441,106.344,35.2234,0.0282819,0.409847,0.130817,0.475265,0.621145,0.329386,0.858015,1,0.250175,0.272549,0.0652366,0.0125032,0.00132685,0.00743771,0.0655543,0.075,0.5,0.384,0,0,0.760325,0.0814384,0.158016,0.458868,0.110756
bin/data/videos_100/0051.mp4,480,360,0.528922,39.205,5.21281,0.344743,25.5532,5.11228,0.126334,9.36422,2.59528,0.0194186,0.108885,0.0182502,0.471961,0.616535,0.327388,0.855832,1,0.0469876,0.047725,0.365032,0.0104823,0.00166834,0.0104781,0.0678965,0.0625,0.416667,0.072,0,0,0.243415,0.0181611,0.738091,0.00133467,0.0723215
